 Q (1/Ang),S-S  ,S-F  ,F-F  
   5.99000 ,    -0.301935703745918E+01 ,     0.562266428896292E+00 ,     0.429298788833180E+00 , 
   6.01000 ,    -0.273789574987867E+01 ,     0.892818610800925E+00 ,     0.496197992596732E+00 , 
   6.03000 ,    -0.241540234356096E+01 ,     0.121627419769909E+01 ,     0.555672326407661E+00 , 
   6.05000 ,    -0.205979791881932E+01 ,     0.152503956179919E+01 ,     0.606267291449046E+00 , 
   6.07000 ,    -0.167951709394954E+01 ,     0.181196271281256E+01 ,     0.646685956358833E+00 , 
   6.09000 ,    -0.128328684477841E+01 ,     0.207049869420310E+01 ,     0.675821685119446E+00 , 
   6.11000 ,    -0.879902348547882E+00 ,     0.229485693611148E+01 ,     0.692787036421168E+00 , 
   6.13000 ,    -0.478005879430661E+00 ,     0.248012709601519E+01 ,     0.696938115005385E+00 , 
   6.15000 ,    -0.858746458076336E-01 ,     0.262238052733404E+01 ,     0.687893753783908E+00 , 
   6.17000 ,     0.288776858405137E+00 ,     0.271874519350760E+01 ,     0.665549019522062E+00 , 
   6.19000 ,     0.638974884619085E+00 ,     0.276745257181094E+01 ,     0.630082661981258E+00 , 
   6.21000 ,     0.958640343954599E+00 ,     0.276785584741022E+01 ,     0.581958263717049E+00 , 
   6.23000 ,     0.124271483029709E+01 ,     0.272041946333304E+01 ,     0.521918992023500E+00 , 
   6.25000 ,     0.148725579871458E+01 ,     0.262668084551613E+01 ,     0.450976002410299E+00 , 
   6.27000 ,     0.168949884154228E+01 ,     0.248918584375815E+01 ,     0.370390690987791E+00 , 
   6.29000 ,     0.184788594859539E+01 ,     0.231140010015411E+01 ,     0.281651137678684E+00 , 
   6.31000 ,     0.196205960392404E+01 ,     0.209759915887170E+01 ,     0.186443219793426E+00 , 
   6.33000 ,     0.203282353207610E+01 ,     0.185274064941937E+01 ,     0.866170028616345E-01 , 
   6.35000 ,     0.206207183511148E+01 ,     0.158232229675040E+01 ,    -0.158508704079271E-01 , 
   6.37000 ,     0.205268913179837E+01 ,     0.129222982531098E+01 ,    -0.118897974369391E+00 , 
   6.39000 ,     0.200842811181950E+01 ,     0.988594441451705E+00 ,    -0.220414177294361E+00 , 
   6.41000 ,     0.193375190791998E+01 ,     0.677571945596698E+00 ,    -0.318306294334951E+00 , 
   6.43000 ,     0.183368387465547E+01 ,     0.365277681267014E+00 ,    -0.410512216275048E+00 , 
   6.45000 ,     0.171362460224602E+01 ,     0.575764697848455E-01 ,    -0.495065487928010E+00 , 
   6.47000 ,     0.157917120253662E+01 ,    -0.240041301660230E+00 ,    -0.570132584932431E+00 , 
   6.49000 ,     0.143593423776911E+01 ,    -0.522584129563904E+00 ,    -0.634052694022249E+00 , 
   6.51000 ,     0.128935910065646E+01 ,    -0.785666436581705E+00 ,    -0.685373958909756E+00 , 
   6.53000 ,     0.114455708715319E+01 ,    -0.102559569673562E+01 ,    -0.722885363490347E+00 , 
   6.55000 ,     0.100615106283991E+01 ,    -0.123943773410508E+01 ,    -0.745643521491910E+00 , 
   6.57000 ,     0.878140144982779E+00 ,    -0.142505893078307E+01 ,    -0.752993756507963E+00 , 
   6.59000 ,     0.763787219571641E+00 ,    -0.158114475050509E+01 ,    -0.744584985886335E+00 , 
   6.61000 ,     0.665532403904769E+00 ,    -0.170719466155862E+01 ,    -0.720378063143103E+00 , 
   6.63000 ,     0.584934771408984E+00 ,    -0.180349420733380E+01 ,    -0.680647383096116E+00 , 
   6.65000 ,     0.522643799517815E+00 ,    -0.187106560669192E+01 ,    -0.625975708216348E+00 , 
   6.67000 ,     0.478401108384602E+00 ,    -0.191159885176253E+01 ,    -0.557242330109458E+00 , 
   6.69000 ,     0.451072153740977E+00 ,    -0.192736579191188E+01 ,    -0.475604832864063E+00 , 
   6.71000 ,     0.438706647296028E+00 ,    -0.192112013549315E+01 ,    -0.382474871594613E+00 , 
   6.73000 ,     0.438625628165869E+00 ,    -0.189598665396336E+01 ,    -0.279488516372419E+00 , 
   6.75000 ,     0.447532323148002E+00 ,    -0.185534312704767E+01 ,    -0.168471835616807E+00 , 
   6.77000 ,     0.461643234516479E+00 ,    -0.180269871673661E+01 ,    -0.514025009644098E-01 , 
   6.79000 ,     0.476835301182288E+00 ,    -0.174157249892732E+01 ,     0.696317149131237E-01 , 
   6.81000 ,     0.488804509215756E+00 ,    -0.167537581446560E+01 ,     0.192476607225023E+00 , 
   6.83000 ,     0.493230993995576E+00 ,    -0.160730192927253E+01 ,     0.314956387760937E+00 , 
   6.85000 ,     0.485945487849520E+00 ,    -0.154022622216607E+01 ,     0.434918703079383E+00 , 
   6.87000 ,     0.463091929045119E+00 ,    -0.147661975768831E+01 ,     0.550278812337886E+00 , 
   6.89000 ,     0.421281161145277E+00 ,    -0.141847866099573E+01 ,     0.659061939086738E+00 , 
   6.91000 ,     0.357730912531988E+00 ,    -0.136727120608343E+01 ,     0.759442858591814E+00 , 
   6.93000 ,     0.270387646605077E+00 ,    -0.132390397247822E+01 ,     0.849781851366701E+00 , 
   6.95000 ,     0.158026402102691E+00 ,    -0.128870783554472E+01 ,     0.928656242848551E+00 , 
   6.97000 ,     0.203253848711581E-01 ,    -0.126144394903433E+01 ,     0.994886856331468E+00 , 
   6.99000 ,    -0.142087191243572E+00 ,    -0.124132927314075E+01 ,     0.104755882873315E+01 , 
   7.01000 ,    -0.327615707026361E+00 ,    -0.122708061460623E+01 ,     0.108603637351122E+01 , 
   7.03000 ,    -0.533710016837189E+00 ,    -0.121697559419089E+01 ,     0.110997121877416E+01 , 
   7.05000 ,    -0.756908551206292E+00 ,    -0.120892845676701E+01 ,     0.111930459785286E+01 , 
   7.07000 ,    -0.992910704611732E+00 ,    -0.120057820455078E+01 ,     0.111426282069851E+01 , 
   7.09000 ,    -0.123667670905400E+01 ,    -0.118938617667929E+01 ,     0.109534660380912E+01 , 
   7.11000 ,    -0.148255238251721E+01 ,    -0.117273992831958E+01 ,     0.106331448037837E+01 , 
   7.13000 ,    -0.172441540236132E+01 ,    -0.114806008702465E+01 ,     0.101916074757519E+01 , 
   7.15000 ,    -0.195583910814230E+01 ,    -0.111290678763173E+01 ,     0.964088531100188E+00 , 
   7.17000 ,    -0.217026930467614E+01 ,    -0.106508231125427E+01 ,     0.899478655537310E+00 , 
   7.19000 ,    -0.236120912954383E+01 ,    -0.100272667757517E+01 ,     0.826855100016236E+00 , 
   7.21000 ,    -0.252240678129382E+01 ,    -0.924403158570827E+00 ,     0.747847890254565E+00 , 
   7.23000 ,    -0.264804078303763E+01 ,    -0.829170989140813E+00 ,     0.664154328577520E+00 , 
   7.25000 ,    -0.273289748454182E+01 ,    -0.716642936531389E+00 ,     0.577499491960711E+00 , 
   7.27000 ,    -0.277253568366887E+01 ,    -0.587025844351245E+00 ,     0.489596934000255E+00 , 
   7.29000 ,    -0.276343357029999E+01 ,    -0.441142774928871E+00 ,     0.402110510031157E+00 , 
   7.31000 ,    -0.270311365382424E+01 ,    -0.280435920815485E+00 ,     0.316618205989919E+00 , 
   7.33000 ,    -0.259024191625187E+01 ,    -0.106950026410458E+00 ,     0.234578792182999E+00 , 
   7.35000 ,    -0.242469812092155E+01 ,     0.767033625962363E-01 ,     0.157302044513296E+00 , 
   7.37000 ,    -0.220761498256274E+01 ,     0.267399937684380E+00 ,     0.859231800243864E-01 , 
   7.39000 ,    -0.194138474664467E+01 ,     0.461573529444307E+00 ,     0.213820433400245E-01 , 
   7.41000 ,    -0.162963261115681E+01 ,     0.655301950350010E+00 ,    -0.355925414633165E-01 , 
   7.43000 ,    -0.127717587571269E+01 ,     0.844396145862050E+00 ,    -0.844907321758721E-01 , 
   7.45000 ,    -0.889860342503683E+00 ,     0.102454607911525E+01 ,    -0.125035641517996E+00 , 
   7.47000 ,    -0.474546033136077E+00 ,     0.119137873256907E+01 ,    -0.157167641119584E+00 , 
   7.49000 ,    -0.388913753345840E-01 ,     0.134061503653687E+01 ,    -0.181048085012156E+00 , 
   7.51000 ,     0.408800125305356E+00 ,     0.146817910309119E+01 ,    -0.197044954282102E+00 , 
   7.53000 ,     0.859768516877204E+00 ,     0.157031390752393E+01 ,    -0.205716313934343E+00 , 
   7.55000 ,     0.130499988663265E+01 ,     0.164369051766865E+01 ,    -0.207789427741831E+00 , 
   7.57000 ,     0.173543751082193E+01 ,     0.168550774969391E+01 ,    -0.204136126548530E+00 , 
   7.59000 ,     0.214219622914133E+01 ,     0.169357938930317E+01 ,    -0.195745109137953E+00 , 
   7.61000 ,     0.251677450080426E+01 ,     0.166640645838032E+01 ,    -0.183691920664817E+00 , 
   7.63000 ,     0.285125864576795E+01 ,     0.160323241904200E+01 ,    -0.169107400341927E+00 , 
   7.65000 ,     0.313851396949139E+01 ,     0.150407967786821E+01 ,    -0.153145416636077E+00 , 
   7.67000 ,     0.337235780729755E+01 ,     0.136976626923111E+01 ,    -0.136950714221078E+00 , 
   7.69000 ,     0.354770999556410E+01 ,     0.120190214335491E+01 ,    -0.121627682441403E+00 , 
   7.71000 ,     0.366071686853659E+01 ,     0.100286504644303E+01 ,    -0.108210820643001E+00 , 
   7.73000 ,     0.370884557523047E+01 ,     0.775756540985355E+00 ,    -0.976376225001768E-01 , 
   7.75000 ,     0.369094629154004E+01 ,     0.524339258393434E+00 ,    -0.907245309368392E-01 , 
   7.77000 ,     0.360728074689991E+01 ,     0.252956988152774E+00 ,    -0.881465293478007E-01 , 
   7.79000 ,     0.345951636956905E+01 ,    -0.335603265368850E-01 ,    -0.904208358706833E-01 , 
   7.81000 ,     0.325068625571326E+01 ,    -0.330004210011732E+00 ,    -0.978950580418342E-01 , 
   7.83000 ,     0.298511606046700E+01 ,    -0.630905079269628E+00 ,    -0.110740048120931E+00 , 
   7.85000 ,     0.266831976988750E+01 ,    -0.930656402883208E+00 ,    -0.128947577679047E+00 , 
   7.87000 ,     0.230686711797487E+01 ,    -0.122364235262872E+01 ,    -0.152332826786185E+00 , 
   7.89000 ,     0.190822614113537E+01 ,    -0.150436562614221E+01 ,    -0.180541561385080E+00 , 
   7.91000 ,     0.148058499421975E+01 ,    -0.176757213036697E+01 ,    -0.213061755206426E+00 , 
   7.93000 ,     0.103265767091193E+01 ,    -0.200836931814692E+01 ,    -0.249239302728975E+00 , 
   7.95000 ,     0.573478663277939E+00 ,    -0.222233516055576E+01 ,    -0.288297369866455E+00 , 
   7.97000 ,     0.112191850745781E+00 ,    -0.240561500947037E+01 ,    -0.329358841643467E+00 , 
   7.99000 ,    -0.342160978507158E+00 ,    -0.255500395026867E+01 ,    -0.371471253144469E+00 , 
   8.00999 ,    -0.780825200153664E+00 ,    -0.266800794416687E+01 ,    -0.413631440796714E+00 , 
   8.03000 ,    -0.119563664560724E+01 ,    -0.274291519106557E+01 ,    -0.454823850296694E+00 , 
   8.05000 ,    -0.157898876989983E+01 ,    -0.277877779111573E+01 ,    -0.494027830384056E+00 , 
   8.07000 ,    -0.192422456520102E+01 ,    -0.277546686824086E+01 ,    -0.530268132413188E+00 , 
   8.09000 ,    -0.222560066869613E+01 ,    -0.273364128641050E+01 ,    -0.562624115880355E+00 , 
   8.11000 ,    -0.247853577467618E+01 ,    -0.265471706180978E+01 ,    -0.590269037746668E+00 , 
   8.13000 ,    -0.267957368197072E+01 ,    -0.254083636852626E+01 ,    -0.612479906110152E+00 , 
   8.15000 ,    -0.282653536853626E+01 ,    -0.239477260521279E+01 ,    -0.628667999919120E+00 , 
   8.17000 ,    -0.291845911386231E+01 ,    -0.221989690802582E+01 ,    -0.638386286986477E+00 , 
   8.19000 ,    -0.295564739807253E+01 ,    -0.202002987918870E+01 ,    -0.641348096007594E+00 , 
   8.21000 ,    -0.293958755260626E+01 ,    -0.179941037024706E+01 ,    -0.637431432032176E+00 , 
   8.23000 ,    -0.287289980404532E+01 ,    -0.156252157797829E+01 ,    -0.626684616111627E+00 , 
   8.25000 ,    -0.275922185177687E+01 ,    -0.131400636507163E+01 ,    -0.609323652340564E+00 , 
   8.27000 ,    -0.260311501447237E+01 ,    -0.105859627580196E+01 ,    -0.585731284569292E+00 , 
   8.29000 ,    -0.240987703305886E+01 ,    -0.800913920818673E+00 ,    -0.556440819093882E+00 , 
   8.31000 ,    -0.218544513611117E+01 ,    -0.545469110774966E+00 ,    -0.522132066099504E+00 , 
   8.33000 ,    -0.193615064060712E+01 ,    -0.296459441801759E+00 ,    -0.483602730122129E+00 , 
   8.35000 ,    -0.166863119759764E+01 ,    -0.577840520696496E-01 ,    -0.441761651852236E+00 , 
   8.37000 ,    -0.138955486867001E+01 ,     0.167130503910410E+00 ,    -0.397590582591063E+00 , 
   8.39000 ,    -0.110555097829756E+01 ,     0.375297323241539E+00 ,    -0.352135518549312E+00 , 
   8.41000 ,    -0.822933247527000E+00 ,     0.564305209443428E+00 ,    -0.306462586710050E+00 , 
   8.43000 ,    -0.547657357446504E+00 ,     0.732266993535037E+00 ,    -0.261648442430789E+00 , 
   8.45001 ,    -0.285070908968085E+00 ,     0.877909612565597E+00 ,    -0.218734555439162E+00 , 
   8.47001 ,    -0.399035564248552E-01 ,     0.100050615381293E+01 ,    -0.178717728997710E+00 , 
   8.49001 ,     0.183922546651313E+00 ,     0.109991306225492E+01 ,    -0.142508911336325E+00 , 
   8.51001 ,     0.383320144501691E+00 ,     0.117651221563066E+01 ,    -0.110916382107931E+00 , 
   8.53001 ,     0.556057119345980E+00 ,     0.123116070499050E+01 ,    -0.846279940544174E-01 , 
   8.55001 ,     0.700841579732804E+00 ,     0.126515975831054E+01 ,    -0.641821236235398E-01 , 
   8.57001 ,     0.817244910159246E+00 ,     0.128016810448693E+01 ,    -0.499628695928185E-01 , 
   8.59001 ,     0.905725525716778E+00 ,     0.127814444263643E+01 ,    -0.421806190175532E-01 , 
   8.61001 ,     0.967523822803130E+00 ,     0.126126481332196E+01 ,    -0.408704789134774E-01 , 
   8.63001 ,     0.100461738690699E+01 ,     0.123184391900094E+01 ,    -0.458862951523240E-01 , 
   8.65001 ,     0.101959610477571E+01 ,     0.119226321184530E+01 ,    -0.569027542868115E-01 , 
   8.67001 ,     0.101556200536952E+01 ,     0.114488417462028E+01 ,    -0.734232623243329E-01 , 
   8.69001 ,     0.995994837784108E+00 ,     0.109199295110673E+01 ,    -0.947858862600892E-01 , 
   8.71001 ,     0.964617304418712E+00 ,     0.103572100375439E+01 ,    -0.120182748146177E+00 , 
   8.73001 ,     0.925253459456654E+00 ,     0.977996274405850E+00 ,    -0.148676486588337E+00 , 
   8.75001 ,     0.881698206092832E+00 ,     0.920507480783216E+00 ,    -0.179216462943982E+00 , 
   8.77001 ,     0.837568714274808E+00 ,     0.864649914226171E+00 ,    -0.210673197744422E+00 , 
   8.79001 ,     0.796195431459698E+00 ,     0.811525872352599E+00 ,    -0.241852958013921E+00 , 
   8.81001 ,     0.760492129359550E+00 ,     0.761912416786147E+00 ,    -0.271538300197271E+00 , 
   8.83001 ,     0.732874517666666E+00 ,     0.716284252693611E+00 ,    -0.298505170102523E+00 , 
   8.85002 ,     0.715167893340939E+00 ,     0.674807273196758E+00 ,    -0.321564158811553E+00 , 
   8.87002 ,     0.708559991751316E+00 ,     0.637380645325309E+00 ,    -0.339579354049996E+00 , 
   8.89002 ,     0.713558852561655E+00 ,     0.603653465957651E+00 ,    -0.351505678058073E+00 , 
   8.91002 ,     0.729983362665634E+00 ,     0.573080982217345E+00 ,    -0.356408662523544E+00 , 
   8.93002 ,     0.756976771041538E+00 ,     0.544958317050209E+00 ,    -0.353493477240204E+00 , 
   8.95002 ,     0.793034899977430E+00 ,     0.518484466105365E+00 ,    -0.342124793241290E+00 , 
   8.97002 ,     0.836070712915182E+00 ,     0.492805992087879E+00 ,    -0.321845004131173E+00 , 
   8.99002 ,     0.883488172792599E+00 ,     0.467075447790411E+00 ,    -0.292387178168618E+00 , 
   9.01002 ,     0.932267483328984E+00 ,     0.440507217384001E+00 ,    -0.253691838643991E+00 , 
   9.03002 ,     0.979090220545883E+00 ,     0.412416747887213E+00 ,    -0.205901485968401E+00 , 
   9.05002 ,     0.102044021453857E+01 ,     0.382274066975013E+00 ,    -0.149377437772122E+00 , 
   9.07002 ,     0.105274853011960E+01 ,     0.349727958577518E+00 ,    -0.846775557035229E-01 , 
   9.09002 ,     0.107250832542794E+01 ,     0.314645115626155E+00 ,    -0.125708803556590E-01 , 
   9.11002 ,     0.107641699024659E+01 ,     0.277114575596898E+00 ,     0.660003800151758E-01 , 
   9.13002 ,     0.106149446479214E+01 ,     0.237469013618869E+00 ,     0.149908770395311E+00 , 
   9.15002 ,     0.102520109945727E+01 ,     0.196266577315845E+00 ,     0.237893203749183E+00 , 
   9.17002 ,     0.965549077662571E+00 ,     0.154292934830148E+00 ,     0.328549633688136E+00 , 
   9.19002 ,     0.881181731698153E+00 ,     0.112523345634192E+00 ,     0.420388269276178E+00 , 
   9.21002 ,     0.771444634051019E+00 ,     0.720959770862800E-01 ,     0.511850026352156E+00 , 
   9.23002 ,     0.636458140075152E+00 ,     0.342768883545569E-01 ,     0.601323767284384E+00 , 
   9.25002 ,     0.477104148919495E+00 ,     0.398525508065626E-03 ,     0.687210434666108E+00 , 
   9.27002 ,     0.295084725287234E+00 ,    -0.281781972944123E-01 ,     0.767920535416140E+00 , 
   9.29002 ,     0.928397825931541E-01 ,    -0.501330318184050E-01 ,     0.841940829117693E+00 , 
   9.31002 ,    -0.126423170081591E+00 ,    -0.642323344480191E-01 ,     0.907834210395256E+00 , 
   9.33003 ,    -0.358874214469267E+00 ,    -0.693937238935484E-01 ,     0.964299227768512E+00 , 
   9.35003 ,    -0.600060162647602E+00 ,    -0.647338836178936E-01 ,     0.101017205968567E+01 , 
   9.37003 ,    -0.845101127811725E+00 ,    -0.496186407242637E-01 ,     0.104447404067352E+01 , 
   9.39003 ,    -0.108871570127701E+01 ,    -0.237063519743389E-01 ,     0.106641538610629E+01 , 
   9.41003 ,    -0.132545088337782E+01 ,     0.130253622281572E-01 ,     0.107542673154522E+01 , 
   9.43003 ,    -0.154972804394845E+01 ,     0.602463294052177E-01 ,     0.107116424829844E+01 , 
   9.45003 ,    -0.175607375539704E+01 ,     0.117273497671854E+00 ,     0.105352358757545E+01 , 
   9.47003 ,    -0.193922847140476E+01 ,     0.183067581467740E+00 ,     0.102263996453276E+01 , 
   9.49003 ,    -0.209426815553021E+01 ,     0.256233214545527E+00 ,     0.978895323569238E+00 , 
   9.51003 ,    -0.221680271999658E+01 ,     0.335067290862127E+00 ,     0.922900580136191E+00 , 
   9.53003 ,    -0.230304183992902E+01 ,     0.417566401112561E+00 ,     0.855502775733569E+00 , 
   9.55003 ,    -0.234995520881614E+01 ,     0.501505276708159E+00 ,     0.777748035555364E+00 , 
   9.57003 ,    -0.235533297038003E+01 ,     0.584461595800603E+00 ,     0.690889082122426E+00 , 
   9.59003 ,    -0.231787755856651E+01 ,     0.663914688546817E+00 ,     0.596331239017714E+00 , 
   9.61003 ,    -0.223725261911250E+01 ,     0.737285228733390E+00 ,     0.495640133780486E+00 , 
   9.63003 ,    -0.211409434114589E+01 ,     0.802043233138459E+00 ,     0.390474534486283E+00 , 
   9.65003 ,    -0.195004466300501E+01 ,     0.855758389335346E+00 ,     0.282594139929436E+00 , 
   9.67003 ,    -0.174768901350504E+01 ,     0.896202707708266E+00 ,     0.173789514121939E+00 , 
   9.69003 ,    -0.151051679697720E+01 ,     0.921414240400117E+00 ,     0.658627599969311E-01 , 
   9.71003 ,    -0.124289222796712E+01 ,     0.929767676989994E+00 ,    -0.393913171366201E-01 , 
   9.73004 ,    -0.949872294749053E+00 ,     0.920045149963812E+00 ,    -0.140257470136928E+00 , 
   9.75004 ,    -0.637197576585187E+00 ,     0.891487745384463E+00 ,    -0.235092051534639E+00 , 
   9.77004 ,    -0.311044583774539E+00 ,     0.843834554892131E+00 ,    -0.322394913575788E+00 , 
   9.79004 ,     0.219957437937187E-01 ,     0.777364171418572E+00 ,    -0.400801289068240E+00 , 
   9.81004 ,     0.355201684952778E+00 ,     0.692891304565046E+00 ,    -0.469142769800500E+00 , 
   9.83004 ,     0.681749385142669E+00 ,     0.591793481265950E+00 ,    -0.526438947292673E+00 , 
   9.85004 ,     0.995006259779691E+00 ,     0.475962099191852E+00 ,    -0.571943124682273E+00 , 
   9.87004 ,     0.128856083997256E+01 ,     0.347811139730114E+00 ,    -0.605133651956661E+00 , 
   9.89004 ,     0.155648592223848E+01 ,     0.210191809349820E+00 ,    -0.625740541473434E+00 , 
   9.91004 ,     0.179342698892402E+01 ,     0.663466839394130E-01 ,    -0.633740041726166E+00 , 
   9.93004 ,     0.199469903667273E+01 ,    -0.801408747071156E-01 ,    -0.629355333880163E+00 , 
   9.95004 ,     0.215647393139698E+01 ,    -0.225482973212912E+00 ,    -0.613051766186310E+00 , 
   9.97004 ,     0.227578914933239E+01 ,    -0.365724440485591E+00 ,    -0.585527441161379E+00 , 
   9.99004 ,     0.235067739485429E+01 ,    -0.496901889469877E+00 ,    -0.547691007900892E+00 , 
  10.01004 ,     0.238016021806759E+01 ,    -0.615089079514358E+00 ,    -0.500654706951093E+00 , 
  10.03004 ,     0.236429912370315E+01 ,    -0.716574322757060E+00 ,    -0.445688173408815E+00 , 
  10.05004 ,     0.230415968128320E+01 ,    -0.797903677007341E+00 ,    -0.384211861165678E+00 , 
  10.07004 ,     0.220178958290358E+01 ,    -0.856013613716948E+00 ,    -0.317755539093956E+00 , 
  10.09004 ,     0.206015682533175E+01 ,    -0.888318686993164E+00 ,    -0.247927278434149E+00 , 
  10.11004 ,     0.188306799226132E+01 ,    -0.892795329891218E+00 ,    -0.176378712533140E+00 , 
  10.13004 ,     0.167506629358194E+01 ,    -0.868053003844264E+00 ,    -0.104769441983294E+00 , 
  10.15004 ,     0.144131215281472E+01 ,    -0.813390495198095E+00 ,    -0.347313482647805E-01 , 
  10.17004 ,     0.118744957715736E+01 ,    -0.728835520741260E+00 ,     0.321664154460029E-01 , 
  10.19005 ,     0.919325396803236E+00 ,    -0.615102335767806E+00 ,     0.944807566480901E-01 , 
  10.21005 ,     0.643381804933291E+00 ,    -0.473836471103671E+00 ,     0.150803730280523E+00 , 
  10.23005 ,     0.365693859632438E+00 ,    -0.307255503154620E+00 ,     0.199978965562836E+00 , 
  10.25005 ,     0.923493630562595E-01 ,    -0.118326028102039E+00 ,     0.240999039006077E+00 , 
  10.27005 ,    -0.170829493940391E+00 ,     0.893412695745348E-01 ,     0.273058929963599E+00 , 
  10.29005 ,    -0.418424508067977E+00 ,     0.311564585194636E+00 ,     0.295572560194238E+00 , 
  10.31005 ,    -0.645547314840828E+00 ,     0.543680045878472E+00 ,     0.308184458151039E+00 , 
  10.33005 ,    -0.847949562939879E+00 ,     0.780644785342492E+00 ,     0.310776281412621E+00 , 
  10.35005 ,    -0.102211470939391E+01 ,     0.101715157909612E+01 ,     0.303468043007379E+00 , 
  10.37005 ,    -0.116532925212719E+01 ,     0.124775223892788E+01 ,     0.286614003998608E+00 , 
  10.39005 ,    -0.127573178994244E+01 ,     0.146698669924751E+01 ,     0.260793313055171E+00 , 
  10.41005 ,    -0.135233891215874E+01 ,     0.166951454181741E+01 ,     0.226795591208439E+00 , 
  10.43005 ,    -0.139504755391386E+01 ,     0.185024560536792E+01 ,     0.185601773957164E+00 , 
  10.45005 ,    -0.140461409110533E+01 ,     0.200446631591083E+01 ,     0.138360630734411E+00 , 
  10.47005 ,    -0.138261107362503E+01 ,     0.212795845314749E+01 ,     0.863614810063612E-01 , 
  10.49005 ,    -0.133136308996968E+01 ,     0.221710723663070E+01 ,     0.310037146007919E-01 , 
  10.51005 ,    -0.125386380446609E+01 ,     0.226899586824445E+01 ,    -0.262362008490412E-01 , 
  10.53005 ,    -0.115367669560564E+01 ,     0.228148399872045E+01 ,    -0.838394820575057E-01 , 
  10.55005 ,    -0.103482243748640E+01 ,     0.225326798674125E+01 ,    -0.140280774563639E+00 , 
  10.57005 ,    -0.901656195387474E+00 ,     0.218392127915923E+01 ,    -0.194064065866055E+00 , 
  10.59005 ,    -0.758738342724177E+00 ,     0.207391374779567E+01 ,    -0.243757945536640E+00 , 
  10.61005 ,    -0.610702244348971E+00 ,     0.192460935864954E+01 ,    -0.288029401375492E+00 , 
  10.63006 ,    -0.462049104681809E+00 ,     0.173814013195598E+01 ,    -0.325692354413483E+00 , 
  10.65006 ,    -0.317318567700380E+00 ,     0.151775264447728E+01 ,    -0.355664226505874E+00 , 
  10.67006 ,    -0.180520353126637E+00 ,     0.126718109516633E+01 ,    -0.377104588221818E+00 , 
  10.69006 ,    -0.553255036524225E-01 ,     0.990918943869347E+00 ,    -0.389356577432893E+00 , 
  10.71006 ,     0.551025594061890E-01 ,     0.694034123781053E+00 ,    -0.391983427703336E+00 , 
  10.73006 ,     0.148186158973043E+00 ,     0.382054345342735E+00 ,    -0.384779309556070E+00 , 
  10.75006 ,     0.221993243837857E+00 ,     0.608412068966457E-01 ,    -0.367774788984357E+00 , 
  10.77006 ,     0.275277611097485E+00 ,    -0.263543737523942E+00 ,    -0.341236759212009E+00 , 
  10.79006 ,     0.307498616960374E+00 ,    -0.584977594957939E+00 ,    -0.305662830242405E+00 , 
  10.81006 ,     0.318820107148985E+00 ,    -0.897415957340552E+00 ,    -0.261770290566123E+00 , 
  10.83006 ,     0.310088883667428E+00 ,    -0.119503042765929E+01 ,    -0.210479883464878E+00 , 
  10.85006 ,     0.282793595809890E+00 ,    -0.147234040911666E+01 ,    -0.152894763605172E+00 , 
  10.87006 ,     0.239005484221637E+00 ,    -0.172433587417764E+01 ,    -0.902751150884299E-01 , 
  10.89006 ,     0.181302902800010E+00 ,    -0.194658807307431E+01 ,    -0.240090169937323E-01 , 
  10.91006 ,     0.112681980808000E+00 ,    -0.213534546385766E+01 ,     0.444197658841237E-01 , 
  10.93006 ,     0.364561550621322E-01 ,    -0.228761253959296E+01 ,     0.113466313247680E+00 , 
  10.95006 ,    -0.438524102223421E-01 ,    -0.240120968203444E+01 ,     0.181560587937967E+00 , 
  10.97006 ,    -0.124626297773913E+00 ,    -0.247481267270827E+01 ,     0.247144130858046E+00 , 
  10.99006 ,    -0.202267879121285E+00 ,    -0.250797102811998E+01 ,     0.308706540581476E+00 , 
  11.01006 ,    -0.273312583132231E+00 ,    -0.250110488122827E+01 ,     0.364820867412108E+00 , 
  11.03006 ,    -0.334537130271569E+00 ,    -0.245548069133605E+01 ,     0.414177073990913E+00 , 
  11.05007 ,    -0.383080297897609E+00 ,    -0.237311671909446E+01 ,     0.455631321583657E+00 , 
  11.07007 ,    -0.416441342940560E+00 ,    -0.225690286530355E+01 ,     0.488154286249935E+00 , 
  11.09007 ,    -0.432703118551415E+00 ,    -0.211027080364028E+01 ,     0.510979307540346E+00 , 
  11.11007 ,    -0.430487235651110E+00 ,    -0.193724604479052E+01 ,     0.523533315215410E+00 , 
  11.13007 ,    -0.409024662119106E+00 ,    -0.174230787893832E+01 ,     0.525472849970263E+00 , 
  11.15007 ,    -0.368180333306053E+00 ,    -0.153027222047601E+01 ,     0.516691811470123E+00 , 
  11.17007 ,    -0.308458825532346E+00 ,    -0.130616831254617E+01 ,     0.497323524905024E+00 , 
  11.19007 ,    -0.230991028849333E+00 ,    -0.107511257041345E+01 ,     0.467737068181812E+00 , 
  11.21007 ,    -0.137502296944036E+00 ,    -0.842182881338217E+00 ,     0.428527941971743E+00 , 
  11.23007 ,    -0.302630767296666E-01 ,    -0.612296627590219E+00 ,     0.380503303701740E+00 , 
  11.25007 ,     0.879764867058281E-01 ,    -0.390095560504088E+00 ,     0.324662120774927E+00 , 
  11.27007 ,     0.214066026138481E+00 ,    -0.179840431446844E+00 ,     0.262170724474243E+00 , 
  11.29007 ,     0.344546175013734E+00 ,     0.146820130802376E-01 ,     0.194334360952278E+00 , 
