 Q (1/Ang),S-S  ,S-F  ,F-F  
   6.01000 ,    -0.551507655610266E+00 ,     0.377210245087027E-02 ,     0.126056670458920E+00 , 
   6.03000 ,    -0.542495866579769E+00 ,    -0.303760031870133E-03 ,     0.138837442774105E+00 , 
   6.05000 ,    -0.524927481457613E+00 ,    -0.488292287154939E-02 ,     0.151747470877439E+00 , 
   6.07000 ,    -0.499502167091305E+00 ,    -0.102407272332056E-01 ,     0.164782926052212E+00 , 
   6.09000 ,    -0.467053792002071E+00 ,    -0.166148341514352E-01 ,     0.177931987147974E+00 , 
   6.11000 ,    -0.428526092016404E+00 ,    -0.242015499055187E-01 ,     0.191174101451766E+00 , 
   6.13000 ,    -0.384946505205713E+00 ,    -0.331534182807051E-01 ,     0.204479430837498E+00 , 
   6.15000 ,    -0.337398897572525E+00 ,    -0.435780738706851E-01 ,     0.217808510321431E+00 , 
   6.17000 ,    -0.286995910701721E+00 ,    -0.555383164990030E-01 ,     0.231112140937955E+00 , 
   6.19000 ,    -0.234851652652623E+00 ,    -0.690533354113203E-01 ,     0.244331532788108E+00 , 
   6.21000 ,    -0.182055424396919E+00 ,    -0.841009838927351E-01 ,     0.257398707374952E+00 , 
   6.23000 ,    -0.129647127306370E+00 ,    -0.100620981045221E+00 ,     0.270237161120197E+00 , 
   6.25000 ,    -0.785949342233157E-01 ,    -0.118518898129032E+00 ,     0.282762784468213E+00 , 
   6.27000 ,    -0.297757295734546E-01 ,    -0.137670772487668E+00 ,     0.294885023451146E+00 , 
   6.29000 ,     0.160412647844676E-01 ,    -0.157928182841656E+00 ,     0.306508263241126E+00 , 
   6.31000 ,     0.582073590531839E-01 ,    -0.179123615699122E+00 ,     0.317533406279015E+00 , 
   6.33000 ,     0.962035453299121E-01 ,    -0.201075953685576E+00 ,     0.327859611260600E+00 , 
   6.35000 ,     0.129645819842451E+00 ,    -0.223595922492819E+00 ,     0.337386153781495E+00 , 
   6.37000 ,     0.158286676873966E+00 ,    -0.246491343506910E+00 ,     0.346014364969517E+00 , 
   6.39000 ,     0.182011814899180E+00 ,    -0.269570897933009E+00 ,     0.353649245686813E+00 , 
   6.41000 ,     0.200838879149898E+00 ,    -0.292653219271930E+00 ,     0.360202896037928E+00 , 
   6.43000 ,     0.214901363646765E+00 ,    -0.315563866687131E+00 ,     0.365594101939352E+00 , 
   6.45000 ,     0.224441768381342E+00 ,    -0.338143221910565E+00 ,     0.369751684349927E+00 , 
   6.47000 ,     0.229796037893634E+00 ,    -0.360247930350723E+00 ,     0.372615695422002E+00 , 
   6.49000 ,     0.231377389222348E+00 ,    -0.381752775770054E+00 ,     0.374138814943436E+00 , 
   6.51000 ,     0.229658752525881E+00 ,    -0.402551830950126E+00 ,     0.374287501019067E+00 , 
   6.53000 ,     0.225154379690118E+00 ,    -0.422558900555641E+00 ,     0.373042862182895E+00 , 
   6.55000 ,     0.218401182500756E+00 ,    -0.441707293600968E+00 ,     0.370401225018348E+00 , 
   6.57000 ,     0.209940352247758E+00 ,    -0.459948981908283E+00 ,     0.366374379062102E+00 , 
   6.59000 ,     0.200299787595497E+00 ,    -0.477253217239342E+00 ,     0.360989489065775E+00 , 
   6.61000 ,     0.189977818257413E+00 ,    -0.493604692998923E+00 ,     0.354288673359028E+00 , 
   6.63000 ,     0.179428659898150E+00 ,    -0.509001346271717E+00 ,     0.346328255853840E+00 , 
   6.65000 ,     0.169049972517794E+00 ,    -0.523451902303649E+00 ,     0.337177707904469E+00 , 
   6.67000 ,     0.159172822393260E+00 ,    -0.536973266325900E+00 ,     0.326918304543770E+00 , 
   6.69000 ,     0.150054268712157E+00 ,    -0.549587866908918E+00 ,     0.315641527316200E+00 , 
   6.71000 ,     0.141872712727784E+00 ,    -0.561321050994797E+00 ,     0.303447252799009E+00 , 
   6.73000 ,     0.134726062056230E+00 ,    -0.572198623655921E+00 ,     0.290441771746236E+00 , 
   6.75000 ,     0.128632678094186E+00 ,    -0.582244615818048E+00 ,     0.276735688434373E+00 , 
   6.77000 ,     0.123534992858165E+00 ,    -0.591479351090383E+00 ,     0.262441753096388E+00 , 
   6.79000 ,     0.119305605096024E+00 ,    -0.599917868942795E+00 ,     0.247672682202489E+00 , 
   6.81000 ,     0.115755596368689E+00 ,    -0.607568746279582E+00 ,     0.232539021722604E+00 , 
   6.83000 ,     0.112644747761732E+00 ,    -0.614433343519529E+00 ,     0.217147107370507E+00 , 
   6.85000 ,     0.109693288484805E+00 ,    -0.620505485147117E+00 ,     0.201597173209556E+00 , 
   6.87000 ,     0.106594770039556E+00 ,    -0.625771568879916E+00 ,     0.185981655964350E+00 , 
   6.89000 ,     0.103029634711057E+00 ,    -0.630211082603096E+00 ,     0.170383737040859E+00 , 
   6.91000 ,     0.986790353142227E-01 ,    -0.633797494510416E+00 ,     0.154876157757257E+00 , 
   6.93000 ,     0.932384644736811E-01 ,    -0.636499469861202E+00 ,     0.139520335808994E+00 , 
   6.95000 ,     0.864307659247642E-01 ,    -0.638282357746403E+00 ,     0.124365802743617E+00 , 
   6.97000 ,     0.780181267265683E-01 ,    -0.639109883509141E+00 ,     0.109449973434029E+00 , 
   6.99000 ,     0.678126868728309E-01 ,    -0.638945977159903E+00 ,     0.947982494597979E-01 , 
   7.01000 ,     0.556854502712952E-01 ,    -0.637756665352823E+00 ,     0.804244491894486E-01 , 
   7.03000 ,     0.415732368797281E-01 ,    -0.635511954251432E+00 ,     0.663315484583274E-01 , 
   7.05000 ,     0.254834781723724E-01 ,    -0.632187632832497E+00 ,     0.525127073061746E-01 , 
   7.07000 ,     0.749672514751475E-02 ,    -0.627766930699649E+00 ,     0.389525505121818E-01 , 
   7.09000 ,    -0.122331922371785E-01 ,    -0.622241971080796E+00 ,     0.256286628589510E-01 , 
   7.11000 ,    -0.334813450476693E-01 ,    -0.615614968079300E+00 ,     0.125132543600351E-01 , 
   7.13000 ,    -0.559561467878534E-01 ,    -0.607899127105513E+00 ,    -0.425053743719513E-03 , 
   7.15000 ,    -0.793059128037451E-01 ,    -0.599119218361185E+00 ,    -0.132193744544511E-01 , 
   7.17000 ,    -0.103127333971977E+00 ,    -0.589311804890144E+00 ,    -0.259026857597922E-01 , 
   7.19000 ,    -0.126975607521292E+00 ,    -0.578525118639649E+00 ,    -0.385060005130954E-01 , 
   7.21000 ,    -0.150375922611632E+00 ,    -0.566818589795847E+00 ,    -0.510566278698274E-01 , 
   7.23000 ,    -0.172835962434879E+00 ,    -0.554262045978420E+00 ,    -0.635765757906062E-01 , 
   7.25000 ,    -0.193859058958528E+00 ,    -0.540934608345631E+00 ,    -0.760811398400775E-01 , 
   7.27000 ,    -0.212957621555344E+00 ,    -0.526923320953201E+00 ,    -0.885777179823470E-01 , 
   7.29000 ,    -0.229666456879564E+00 ,    -0.512321557557494E+00 ,    -0.101064884459379E+00 , 
   7.31000 ,    -0.243555604377495E+00 ,    -0.497227256240821E+00 ,    -0.113531748330082E+00 , 
   7.33000 ,    -0.254242329364028E+00 ,    -0.481741036609446E+00 ,    -0.125957614060906E+00 , 
   7.35000 ,    -0.261401942972690E+00 ,    -0.465964256783459E+00 ,    -0.138311952928233E+00 , 
   7.37000 ,    -0.264777154545991E+00 ,    -0.449997067937427E+00 ,    -0.150554685164670E+00 , 
   7.39000 ,    -0.264185705993068E+00 ,    -0.433936522800944E+00 ,    -0.162636764006148E+00 , 
   7.41000 ,    -0.259526087925960E+00 ,    -0.417874791390072E+00 ,    -0.174501044322129E+00 , 
   7.43000 ,    -0.250781731049180E+00 ,    -0.401898327890539E+00 ,    -0.186082839646838E+00 , 
   7.45000 ,    -0.238020552113315E+00 ,    -0.386083248575593E+00 ,    -0.197313580152073E+00 , 
   7.47000 ,    -0.221396907856223E+00 ,    -0.370498933325591E+00 ,    -0.208118875751276E+00 , 
   7.49000 ,    -0.201147229522236E+00 ,    -0.355203883228462E+00 ,    -0.218422538183775E+00 , 
   7.51000 ,    -0.177585483470282E+00 ,    -0.340245861747475E+00 ,    -0.228147778857634E+00 , 
   7.53000 ,    -0.151096385482227E+00 ,    -0.325661520287836E+00 ,    -0.237219040346085E+00 , 
   7.55000 ,    -0.122126897450246E+00 ,    -0.311476309326763E+00 ,    -0.245563823749192E+00 , 
   7.57000 ,    -0.911762428955313E-01 ,    -0.297704665814483E+00 ,    -0.253114461265863E+00 , 
   7.59000 ,    -0.587847136281364E-01 ,    -0.284350459365954E+00 ,    -0.259809785149515E+00 , 
   7.61000 ,    -0.255215676305672E-01 ,    -0.271407672441491E+00 ,    -0.265596647407643E+00 , 
   7.63000 ,     0.802766266591618E-02 ,    -0.258861283475915E+00 ,    -0.270431249050320E+00 , 
   7.65000 ,     0.412741224876874E-01 ,    -0.246688316935203E+00 ,    -0.274280243259035E+00 , 
   7.67000 ,     0.736385170426461E-01 ,    -0.234859020683537E+00 ,    -0.277121583368280E+00 , 
   7.69000 ,     0.104563601897096E+00 ,    -0.223338128908600E+00 ,    -0.278945093834820E+00 , 
   7.71000 ,     0.133525975763518E+00 ,    -0.212086168203058E+00 ,    -0.279752750200412E+00 , 
   7.73000 ,     0.160046894452319E+00 ,    -0.201060765208492E+00 ,    -0.279558662205882E+00 , 
   7.75000 ,     0.183701856154810E+00 ,    -0.190217916417876E+00 ,    -0.278388762453561E+00 , 
   7.77000 ,     0.204128745627663E+00 ,    -0.179513184182778E+00 ,    -0.276280211106490E+00 , 
   7.79000 ,     0.221034367068183E+00 ,    -0.168902787519321E+00 ,    -0.273280534828354E+00 , 
   7.81000 ,     0.234199241226042E+00 ,    -0.158344561757648E+00 ,    -0.269446525292253E+00 , 
   7.83000 ,     0.243480590244592E+00 ,    -0.147798767211214E+00 ,    -0.264842928923143E+00 , 
   7.85000 ,     0.248813482490166E+00 ,    -0.137228733615561E+00 ,    -0.259540964916036E+00 , 
   7.87000 ,     0.250210157849901E+00 ,    -0.126601333852699E+00 ,    -0.253616712847634E+00 , 
   7.89000 ,     0.247757600346998E+00 ,    -0.115887287187954E+00 ,    -0.247149414263439E+00 , 
   7.91000 ,     0.241613468213427E+00 ,    -0.105061298660666E+00 ,    -0.240219734402289E+00 , 
   7.93000 ,     0.232000530669039E+00 ,    -0.941020471644454E-01 ,    -0.232908030680119E+00 , 
   7.95000 ,     0.219199794625843E+00 ,    -0.829920399267155E-01 ,    -0.225292673697192E+00 , 
   7.97000 ,     0.203542532580140E+00 ,    -0.717173553816228E-01 ,    -0.217448464399082E+00 , 
   7.99000 ,     0.185401444475800E+00 ,    -0.602672996912908E-01 ,    -0.209445187688089E+00 , 
   8.00999 ,     0.165182256864266E+00 ,    -0.486345906597324E-01 ,    -0.201346744722816E+00 , 
   8.03000 ,     0.143308622632504E+00 ,    -0.368119929934889E-01 ,    -0.193208049868121E+00 , 
   8.05000 ,     0.120222751358040E+00 ,    -0.247977463401243E-01 ,    -0.185078250276145E+00 , 
   8.07000 ,     0.963638561770752E-01 ,    -0.125886755399478E-01 ,    -0.176995660614459E+00 , 
   8.09000 ,     0.721688340515985E-01 ,    -0.185211629359334E-03 ,    -0.168991064884702E+00 , 
   8.11000 ,     0.480540028651797E-01 ,     0.124137840230548E-01 ,    -0.161084404958038E+00 , 
   8.13000 ,     0.244166471271036E-01 ,     0.252062638182540E-01 ,    -0.153288146310749E+00 , 
   8.15000 ,     0.161837992519436E-02 ,     0.381921396493466E-01 ,    -0.145604530149572E+00 , 
   8.17000 ,    -0.200114881455216E-01 ,     0.513681669984757E-01 ,    -0.138029328445088E+00 , 
   8.19000 ,    -0.401898113769768E-01 ,     0.647330321402851E-01 ,    -0.130549608375020E+00 , 
   8.21000 ,    -0.586745984557219E-01 ,     0.782818727830257E-01 ,    -0.123147776741952E+00 , 
   8.23000 ,    -0.752745504159775E-01 ,     0.920106286909278E-01 ,    -0.115800101462680E+00 , 
   8.25000 ,    -0.898466522623941E-01 ,     0.105913694452121E+00 ,    -0.108479099377450E+00 , 
   8.27000 ,    -0.102294225082643E+00 ,     0.119981349602430E+00 ,    -0.101155940832761E+00 , 
   8.29000 ,    -0.112570430307508E+00 ,     0.134204161417486E+00 ,    -0.937992299230913E-01 , 
   8.31000 ,    -0.120670917527904E+00 ,     0.148566862499516E+00 ,    -0.863792700385243E-01 , 
   8.33000 ,    -0.126634621711449E+00 ,     0.163053550146827E+00 ,    -0.788663912012900E-01 , 
   8.35000 ,    -0.130536416494242E+00 ,     0.177641497610581E+00 ,    -0.712351139019841E-01 , 
   8.37000 ,    -0.132484789751402E+00 ,     0.192306560581207E+00 ,    -0.634622072800822E-01 , 
   8.39000 ,    -0.132615066376770E+00 ,     0.207017054612471E+00 ,    -0.555306683897187E-01 , 
   8.41000 ,    -0.131084732337110E+00 ,     0.221739432085732E+00 ,    -0.474273600917952E-01 , 
   8.43000 ,    -0.128067732110626E+00 ,     0.236432354757390E+00 ,    -0.391467497806911E-01 , 
   8.45001 ,    -0.123748317751644E+00 ,     0.251052666253102E+00 ,    -0.306880309726475E-01 , 
   8.47001 ,    -0.118316820112695E+00 ,     0.265549772302499E+00 ,    -0.220585956202391E-01 , 
   8.49001 ,    -0.111963234076867E+00 ,     0.279871171092001E+00 ,    -0.132710523940630E-01 , 
   8.51001 ,    -0.104873033962383E+00 ,     0.293960781080285E+00 ,    -0.434422137015958E-02 , 
   8.53001 ,    -0.972243635806223E-01 ,     0.307757576049857E+00 ,     0.469591382543841E-02 , 
   8.55001 ,    -0.891820268082808E-01 ,     0.321201321878573E+00 ,     0.138199306612956E-01 , 
   8.57001 ,    -0.808977240555122E-01 ,     0.334228031664251E+00 ,     0.229920886073448E-01 , 
   8.59001 ,    -0.725047924828271E-01 ,     0.346776380464728E+00 ,     0.321748168999299E-01 , 
   8.61001 ,    -0.641201239992371E-01 ,     0.358783626287555E+00 ,     0.413259885373283E-01 , 
   8.63001 ,    -0.558401694897813E-01 ,     0.370191766220386E+00 ,     0.504035740612038E-01 , 
   8.65001 ,    -0.477442671072597E-01 ,     0.380943899893820E+00 ,     0.593630062034464E-01 , 
   8.67001 ,    -0.398919546917444E-01 ,     0.390989899253528E+00 ,     0.681618086419029E-01 , 
   8.69001 ,    -0.323273387134538E-01 ,     0.400283172323631E+00 ,     0.767569925773242E-01 , 
   8.71001 ,    -0.250779188082646E-01 ,     0.408785218789907E+00 ,     0.851090591646512E-01 , 
   8.73001 ,    -0.181578004049174E-01 ,     0.416464767675535E+00 ,     0.931814366050796E-01 , 
   8.75001 ,    -0.115708933216383E-01 ,     0.423297467151781E+00 ,     0.100940020574557E+00 , 
   8.77001 ,    -0.531092664581561E-02 ,     0.429268950098519E+00 ,     0.108356524076192E+00 , 
   8.79001 ,     0.633453268518960E-03 ,     0.434372388938441E+00 ,     0.115405798597785E+00 , 
   8.81001 ,     0.627875708176139E-02 ,     0.438610956274741E+00 ,     0.122069058124812E+00 , 
   8.83001 ,     0.116419570196811E-01 ,     0.441995640020946E+00 ,     0.128331169382601E+00 , 
   8.85002 ,     0.167406318993834E-01 ,     0.444546582918063E+00 ,     0.134183263101317E+00 , 
   8.87002 ,     0.215889651633619E-01 ,     0.446291157550855E+00 ,     0.139620031818610E+00 , 
   8.89002 ,     0.261982528032040E-01 ,     0.447264232605943E+00 ,     0.144641732416699E+00 , 
   8.91002 ,     0.305737839445609E-01 ,     0.447506532721149E+00 ,     0.149251552697118E+00 , 
   8.93002 ,     0.347158895196410E-01 ,     0.447063954899384E+00 ,     0.153457059637535E+00 , 
   8.95002 ,     0.386177861308267E-01 ,     0.445986261186924E+00 ,     0.157267712600931E+00 , 
   8.97002 ,     0.422670340126592E-01 ,     0.444325727127110E+00 ,     0.160695688824513E+00 , 
   8.99002 ,     0.456452019644228E-01 ,     0.442135748558711E+00 ,     0.163754439902813E+00 , 
   9.01002 ,     0.487280941023627E-01 ,     0.439469965714131E+00 ,     0.166457588628238E+00 , 
   9.03002 ,     0.514878605740233E-01 ,     0.436380134987537E+00 ,     0.168819247017232E+00 , 
   9.05002 ,     0.538929754511275E-01 ,     0.432915950887301E+00 ,     0.170852270142965E+00 , 
   9.07002 ,     0.559107179579475E-01 ,     0.429122696666355E+00 ,     0.172568611195643E+00 , 
   9.09002 ,     0.575077203174835E-01 ,     0.425041634900433E+00 ,     0.173978001821122E+00 , 
   9.11002 ,     0.586523227444335E-01 ,     0.420707684677282E+00 ,     0.175088242428401E+00 , 
   9.13002 ,     0.593154872056894E-01 ,     0.416150423759197E+00 ,     0.175904355933679E+00 , 
   9.15002 ,     0.594727222977637E-01 ,     0.411391950512189E+00 ,     0.176428878377451E+00 , 
   9.17002 ,     0.591051697423762E-01 ,     0.406448511891787E+00 ,     0.176661507197846E+00 , 
   9.19002 ,     0.582008904565374E-01 ,     0.401328900204785E+00 ,     0.176599426100531E+00 , 
   9.21002 ,     0.567556706390656E-01 ,     0.396035385435865E+00 ,     0.176237388671684E+00 , 
   9.23002 ,     0.547740577262918E-01 ,     0.390565020291677E+00 ,     0.175568182726454E+00 , 
   9.25002 ,     0.522692142012212E-01 ,     0.384908431201902E+00 ,     0.174582910118440E+00 , 
   9.27002 ,     0.492638478270801E-01 ,     0.379052847108849E+00 ,     0.173271786697243E+00 , 
   9.29002 ,     0.457890694667272E-01 ,     0.372980815900101E+00 ,     0.171624341716293E+00 , 
   9.31002 ,     0.418851650339039E-01 ,     0.366673642597449E+00 ,     0.169630584377344E+00 , 
   9.33003 ,     0.375995330371823E-01 ,     0.360110121360873E+00 ,     0.167281003127198E+00 , 
   9.35003 ,     0.329873208728838E-01 ,     0.353270262040448E+00 ,     0.164568023069022E+00 , 
   9.37003 ,     0.281086109480206E-01 ,     0.346133852393233E+00 ,     0.161485695742819E+00 , 
   9.39003 ,     0.230289804557079E-01 ,     0.338684343894903E+00 ,     0.158031367927533E+00 , 
   9.41003 ,     0.178161792815141E-01 ,     0.330907053017751E+00 ,     0.154204960348593E+00 , 
   9.43003 ,     0.125406915217320E-01 ,     0.322793082260285E+00 ,     0.150010772858416E+00 , 
   9.45003 ,     0.727245258618178E-02 ,     0.314337422746937E+00 ,     0.145456510502663E+00 , 
   9.47003 ,     0.208018058458287E-02 ,     0.305540647611836E+00 ,     0.140553979089639E+00 , 
   9.49003 ,    -0.296923111632595E-02 ,     0.296410709305331E+00 ,     0.135319978589231E+00 , 
   9.51003 ,    -0.781379062599364E-02 ,     0.286960004606752E+00 ,     0.129774494483224E+00 , 
   9.53003 ,    -0.123955398577934E-01 ,     0.277208983991365E+00 ,     0.123942605031874E+00 , 
   9.55003 ,    -0.166634480877348E-01 ,     0.267182112258433E+00 ,     0.117851962066836E+00 , 
   9.57003 ,    -0.205723713132867E-01 ,     0.256911282171711E+00 ,     0.111534693330700E+00 , 
   9.59003 ,    -0.240853264911586E-01 ,     0.246431127716348E+00 ,     0.105024444905433E+00 , 
   9.61003 ,    -0.271723059265222E-01 ,     0.235782259530619E+00 ,     0.983582819503926E-01 , 
   9.63003 ,    -0.298118380066111E-01 ,     0.225006063816538E+00 ,     0.915734039925051E-01 , 
   9.65003 ,    -0.319897219180552E-01 ,     0.214147812474346E+00 ,     0.847090630778225E-01 , 
   9.67003 ,    -0.336997876211796E-01 ,     0.203251684383179E+00 ,     0.778034371615552E-01 , 
   9.69003 ,    -0.349430136813599E-01 ,     0.192361105333612E+00 ,     0.708938663759087E-01 , 
   9.71003 ,    -0.357269262482531E-01 ,     0.181519119879151E+00 ,     0.640171454556722E-01 , 
   9.73004 ,    -0.360653483305012E-01 ,     0.170763355870326E+00 ,     0.572063982783368E-01 , 
   9.75004 ,    -0.359773739725688E-01 ,     0.160129203049256E+00 ,     0.504931721392827E-01 , 
   9.77004 ,    -0.354867498052969E-01 ,     0.149644489987839E+00 ,     0.439041549136259E-01 , 
   9.79004 ,    -0.346211273715238E-01 ,     0.139332857902922E+00 ,     0.374633877243573E-01 , 
   9.81004 ,    -0.334111050839387E-01 ,     0.129208885700326E+00 ,     0.311892819990685E-01 , 
   9.83004 ,    -0.318898336044590E-01 ,     0.119281736157669E+00 ,     0.250969619316292E-01 , 
   9.85004 ,    -0.300918617788922E-01 ,     0.109550863734729E+00 ,     0.191956586898634E-01 , 
   9.87004 ,    -0.280531322139194E-01 ,     0.100009982012162E+00 ,     0.134911773028397E-01 , 
   9.89004 ,    -0.258098669937001E-01 ,     0.906438757526476E-01 ,     0.798397012334430E-02 , 
   9.91004 ,    -0.233983624244656E-01 ,     0.814303816307352E-01 ,     0.267035211396194E-02 , 
   9.93004 ,    -0.208550600235347E-01 ,     0.723424422208254E-01 ,    -0.245634635710846E-02 , 
   9.95004 ,    -0.182154378478776E-01 ,     0.633458161206248E-01 ,    -0.740711596887362E-02 , 
   9.97004 ,    -0.155148496623498E-01 ,     0.544038238435024E-01 ,    -0.121946310696122E-01 , 
   9.99004 ,    -0.127873732442997E-01 ,     0.454749940161431E-01 ,    -0.168345838781325E-01 , 
  10.01004 ,    -0.100669629936308E-01 ,     0.365184651191566E-01 ,    -0.213428507264174E-01 , 
  10.03004 ,    -0.738593058764796E-02 ,     0.274905033407818E-01 ,    -0.257373153532949E-01 , 
  10.05004 ,    -0.477629479999552E-02 ,     0.183504350351545E-01 ,    -0.300348704374925E-01 , 
  10.07004 ,    -0.226907349049838E-02 ,     0.905985928244869E-02 ,    -0.342518715074938E-01 , 
  10.09004 ,     0.105635952454779E-03 ,    -0.415522367459065E-03 ,    -0.384032650394765E-01 , 
  10.11004 ,     0.231876068408004E-02 ,    -0.101046301138804E-01 ,    -0.425020106945601E-01 , 
  10.13004 ,     0.434241915072361E-02 ,    -0.200298780167852E-01 ,    -0.465585868605958E-01 , 
  10.15004 ,     0.615016123555936E-02 ,    -0.302062304149929E-01 ,    -0.505805943826250E-01 , 
  10.17004 ,     0.771728788626818E-02 ,    -0.406404735853147E-01 ,    -0.545724700484387E-01 , 
  10.19005 ,     0.902183385112732E-02 ,    -0.513361348130046E-01 ,    -0.585372916367357E-01 , 
  10.21005 ,     0.100425666609777E-01 ,    -0.622717380057844E-01 ,    -0.624688181643322E-01 , 
  10.23005 ,     0.107634550459885E-01 ,    -0.734329169203105E-01 ,    -0.663634544028616E-01 , 
  10.25005 ,     0.111715088171344E-01 ,    -0.847914603828629E-01 ,    -0.702125021602037E-01 , 
  10.27005 ,     0.112581199498961E-01 ,    -0.963111546168732E-01 ,    -0.740044500741063E-01 , 
  10.29005 ,     0.110196891548388E-01 ,    -0.107948587757600E+00 ,    -0.777253724574115E-01 , 
  10.31005 ,     0.104582292595209E-01 ,    -0.119654174866296E+00 ,    -0.813594110913002E-01 , 
  10.33005 ,     0.958191481988261E-02 ,    -0.131373372999510E+00 ,    -0.848893224134372E-01 , 
  10.35005 ,     0.840554618725443E-02 ,    -0.143048049721461E+00 ,    -0.882970704100545E-01 , 
  10.37005 ,     0.695089636650594E-02 ,    -0.154617963387660E+00 ,    -0.915644440391640E-01 , 
  10.39005 ,     0.524691046851255E-02 ,    -0.166022309743350E+00 ,    -0.946736772355898E-01 , 
  10.41005 ,     0.332973039228259E-02 ,    -0.177201286999671E+00 ,    -0.976080495042107E-01 , 
  10.43005 ,     0.124252152262467E-02 ,    -0.188097630658697E+00 ,    -0.100352445798591E+00 , 
  10.45005 ,    -0.964916399596502E-03 ,    -0.198658069995206E+00 ,    -0.102893855787429E+00 , 
  10.47005 ,    -0.323676563287289E-02 ,    -0.208834660259505E+00 ,    -0.105221794686855E+00 , 
  10.49005 ,    -0.551203808870373E-02 ,    -0.218585948285799E+00 ,    -0.107328630516707E+00 , 
  10.51005 ,    -0.772565038091494E-02 ,    -0.227877934172135E+00 ,    -0.109209805837848E+00 , 
  10.53005 ,    -0.980971400749512E-02 ,    -0.236684797895032E+00 ,    -0.110863945642254E+00 , 
  10.55005 ,    -0.116950199427530E-01 ,    -0.244989366949810E+00 ,    -0.112292846981375E+00 , 
  10.57005 ,    -0.133126886612671E-01 ,    -0.252783309147880E+00 ,    -0.113501350003793E+00 , 
  10.59005 ,    -0.145959488658479E-01 ,    -0.260067043309519E+00 ,    -0.114497094197282E+00 , 
  10.61005 ,    -0.154820012471000E-01 ,    -0.266849369499863E+00 ,    -0.115290167657439E+00 , 
  10.63006 ,    -0.159140115380853E-01 ,    -0.273149860485808E+00 ,    -0.115892916795704E+00 , 
  10.65006 ,    -0.158423535956473E-01 ,    -0.278985623229751E+00 ,    -0.116318311846751E+00 , 
  10.67006 ,    -0.152277474611738E-01 ,    -0.284389059439545E+00 ,    -0.116581155147621E+00 , 
  10.69006 ,    -0.140418083847415E-01 ,    -0.289393737990882E+00 ,    -0.116696157934089E+00 , 
  10.71006 ,    -0.122688602773066E-01 ,    -0.294036213936219E+00 ,    -0.116677637955840E+00 , 
  10.73006 ,    -0.990716846057562E-02 ,    -0.298354478289227E+00 ,    -0.116538872808109E+00 , 
  10.75006 ,    -0.696987475614565E-02 ,    -0.302386356740019E+00 ,    -0.116291480201272E+00 , 
  10.77006 ,    -0.348559026702609E-02 ,    -0.306167909430118E+00 ,    -0.115944848077840E+00 , 
  10.79006 ,     0.501390898085152E-03 ,    -0.309731884481826E+00 ,    -0.115505636194635E+00 , 
  10.81006 ,     0.493128429966782E-02 ,    -0.313106276896240E+00 ,    -0.114977368760265E+00 , 
  10.83006 ,     0.972943090811338E-02 ,    -0.316313041724912E+00 ,    -0.114360135011299E+00 , 
  10.85006 ,     0.148073409258953E-01 ,    -0.319367006149689E+00 ,    -0.113650411304150E+00 , 
  10.87006 ,     0.200641584114339E-01 ,    -0.322275019390048E+00 ,    -0.112841014492720E+00 , 
  10.89006 ,     0.253885268474971E-01 ,    -0.325035372359083E+00 ,    -0.111921192170535E+00 , 
  10.91006 ,     0.306608233194075E-01 ,    -0.327637510910809E+00 ,    -0.110876850910049E+00 , 
  10.93006 ,     0.357557169797628E-01 ,    -0.330062057600291E+00 ,    -0.109690919070072E+00 , 
  10.95006 ,     0.405449963619066E-01 ,    -0.332281147379814E+00 ,    -0.108343836209395E+00 , 
  10.97006 ,     0.449006002319762E-01 ,    -0.334259072864389E+00 ,    -0.106814156785500E+00 , 
  10.99006 ,     0.486977783779519E-01 ,    -0.335953225015477E+00 ,    -0.105079251773247E+00 , 
  11.01006 ,     0.518183023227277E-01 ,    -0.337315305612333E+00 ,    -0.103116088242613E+00 , 
  11.03006 ,     0.541536416648884E-01 ,    -0.338292778998957E+00 ,    -0.100902063907392E+00 , 
  11.05007 ,     0.556085125340033E-01 ,    -0.338830672133725E+00 ,    -0.984145568254931E-01 , 
  11.07007 ,     0.561012581862929E-01 ,    -0.338872516577825E+00 ,    -0.956369001964668E-01 , 
  11.09007 ,     0.555708325219377E-01 ,    -0.338363904371103E+00 ,    -0.925517800907233E-01 , 
  11.11007 ,     0.539755922226015E-01 ,    -0.337253102189779E+00 ,    -0.891468490523933E-01 , 
  11.13007 ,     0.512960083578417E-01 ,    -0.335493358841973E+00 ,    -0.854142624901929E-01 , 
  11.15007 ,     0.475359274196641E-01 ,    -0.333044751806653E+00 ,    -0.813512842009308E-01 , 
  11.17007 ,     0.427232888251486E-01 ,    -0.329875897652729E+00 ,    -0.769607653566977E-01 , 
  11.19007 ,     0.369102648220049E-01 ,    -0.325965470781317E+00 ,    -0.722514780266032E-01 , 
  11.21007 ,     0.301728036070398E-01 ,    -0.321303479655678E+00 ,    -0.672382883062435E-01 , 
  11.23007 ,     0.226095722205877E-01 ,    -0.315892255991536E+00 ,    -0.619421586688042E-01 , 
  11.25007 ,     0.143403119708730E-01 ,    -0.309747120104037E+00 ,    -0.563899741003656E-01 , 
  11.27007 ,     0.550363531019923E-02 ,    -0.302896694532610E+00 ,    -0.506141917941694E-01 , 
  11.29007 ,    -0.374569123817794E-02 ,    -0.295382847938884E+00 ,    -0.446523194998040E-01 , 
